seed,sample_id,family,persistence,pooled_delta,acf_r_lag1,acf_abs_r_lag1,oos_corr,directional_accuracy,strategy_edge,strategy_sharpe
8,markov_signs_p0.90,markov_signs,0.9,0.4677205177833197,0.4768153506692219,0.07457899486697697,0.44749680975268796,0.8537074148296593,0.4458632767482548,10.800972209710935
9,real_eval,real,,0.11793717571262821,-0.015447580905094387,0.06821947834029408,-0.050313782972415004,0.5130260521042084,0.061775631955696485,1.1187892068469159
9,iid_signs,iid_signs,,0.04850620282621781,0.0514318749709047,0.06821947834029408,-0.0003240825845394327,0.49498997995991983,0.011678586701632476,0.2112271204355693
9,markov_signs_p0.65,markov_signs,0.65,0.16031398483469936,0.2156682429754163,0.06821947834029408,0.18414461332930443,0.6032064128256514,0.17445697154545384,3.2295862292601685
9,markov_signs_p0.75,markov_signs,0.75,0.2399494056679096,0.27428303173427293,0.06821947834029408,0.3611109443746177,0.7575150300601202,0.3608885996379486,7.142182878128361
9,markov_signs_p0.85,markov_signs,0.85,0.3893320923864008,0.432408974743696,0.06821947834029408,0.5115692180478785,0.8476953907815631,0.49461347364459984,10.80213275330008
9,markov_signs_p0.90,markov_signs,0.9,0.44088960648090764,0.45636693910175247,0.06821947834029408,0.4547509861828585,0.8697394789579158,0.48505902069310336,10.496339575289028
10,real_eval,real,,0.16151436484320114,-0.010393776058534756,0.30192173313952136,0.017315336794632243,0.48897795591182364,0.0010644111821676405,0.009569927077228473
10,iid_signs,iid_signs,,0.2688448344299116,0.0787183808378355,0.30192173313952136,0.03503866874323396,0.5130260521042084,0.011586315204405085,0.10414343907727963
10,markov_signs_p0.65,markov_signs,0.65,0.40220062176350063,0.11862899257588329,0.30192173313952136,0.011181707542177169,0.6152304609218436,0.28795673996213855,2.625300694580286
10,markov_signs_p0.75,markov_signs,0.75,0.7251824272503288,0.30743228716756954,0.30192173313952136,0.317374133098832,0.6993987975951904,0.5108276661519678,4.798483337571445
10,markov_signs_p0.85,markov_signs,0.85,1.233599725023682,0.41664463120021206,0.30192173313952136,0.42740430270913926,0.8156312625250501,0.7595670042194141,7.569305555684276
10,markov_signs_p0.90,markov_signs,0.9,1.1426076561495717,0.42578719296638956,0.30192173313952136,0.43745817082346,0.8276553106212425,0.7845019718447673,7.870142568279127
11,real_eval,real,,0.08691077031795685,-0.02861746551253481,0.17749733477456636,-0.024860089917741898,0.4969939879759519,0.01096749215096223,0.2629890540397696
11,iid_signs,iid_signs,,0.12963698421669329,-0.05196811249041249,0.17749733477456636,-0.04182100939667352,0.45490981963927857,-0.04497611343138561,-1.07913452319048
11,markov_signs_p0.65,markov_signs,0.65,0.19087133704747122,0.1478590928908667,0.17749733477456636,0.14019044062267488,0.6032064128256514,0.11209113811898214,2.7294950772699482
11,markov_signs_p0.75,markov_signs,0.75,0.3363504859973066,0.3132753296817055,0.17749733477456636,0.3027868149199351,0.6472945891783567,0.1682556023060326,4.153837022970776
11,markov_signs_p0.85,markov_signs,0.85,0.4348593895507306,0.4255863144046179,0.17749733477456636,0.4121911761397664,0.8156312625250501,0.34542689925982956,9.615452102002838
11,markov_signs_p0.90,markov_signs,0.9,0.5357456274841764,0.4608442238793707,0.17749733477456636,0.4203647568930417,0.843687374749499,0.33219490909913696,9.283478842537056
